nation,worldCupYear,playerName,playerId,jerseyNumber,rating,position,attack,defense,isLegendary
AUS,2006,Bresciano,mark-bresciano,23,80,CM/RM,36,36,false
AUT,1978,Koncilia,friedrich-koncilia,1,80,GK,0,80,false
AUT,1978,Sara,robert-sara,2,77,RB/CB,9,77,false
AUT,1978,Obermayer,erich-obermayer,3,77,CB,9,77,false
AUT,1978,Breitenberger,gerhard-breitenberger,4,74,CB/RB,9,74,false
AUT,1978,Pezzey,bruno-pezzey,5,81,CB/CM,36,81,false
AUT,1978,Hattenberger,roland-hattenberger,6,76,RM/CM,34,34,false
AUT,1978,Hickersberger,josef-hickersberger,7,77,CM/RM,35,35,false
AUT,1978,Prohaska,herbert-prohaska,8,82,CM,37,37,false
AUT,1978,Krankl,hans-krankl,9,83,ST/LW,83,10,true
AUT,1978,Kreuz,wilhelm-kreuz,10,76,LM/CM,34,34,false
AUT,1978,Jara,kurt-jara,11,78,CM/LM/RW,78,35,false
AUT,1978,Krieger,eduard-krieger,12,75,CM,34,34,false
AUT,1978,Happich,gunther-happich,13,72,CM/RM,32,32,false
AUT,1978,Strasser,heinrich-strasser,14,74,LB/CB,9,74,false
AUT,1978,Weber,heribert-weber,15,74,CB/LB,9,74,false
AUT,1978,Persidis,peter-persidis,16,73,RB/CB,9,73,false
AUT,1978,Oberacher,franz-oberacher,17,73,RW/ST,73,9,false
AUT,1978,Schachner,walter-schachner,18,76,ST/LW,76,9,false
AUT,1978,Pirkner,hans-pirkner,19,73,ST/LW,73,9,false
AUT,1978,Baumeister,ernst-baumeister,20,72,CM/LM,32,32,false
AUT,1978,Fuchsbichler,erwin-fuchsbichler,21,72,GK,0,72,false
AUT,1978,Baumgartner,hubert-baumgartner,22,72,GK,0,72,false
AUT,1982,Koncilia,friedrich-koncilia,1,79,GK,0,79,false
AUT,1982,Krauss,bernd-krauss,2,76,RB/CB,9,76,false
AUT,1982,Obermayer,erich-obermayer,3,77,CB,9,77,false
AUT,1982,Degeorgi,josef-degeorgi,4,73,CB/LB,9,73,false
AUT,1982,Pezzey,bruno-pezzey,5,81,CB/CM,36,81,false
AUT,1982,Hattenberger,roland-hattenberger,6,75,RM/CM,34,34,false
AUT,1982,Schachner,walter-schachner,7,78,ST/LW,78,9,false
AUT,1982,Prohaska,herbert-prohaska,8,82,CM,37,37,false
AUT,1982,Krankl,hans-krankl,9,82,ST/LW,82,10,true
AUT,1982,Hintermaier,reinhold-hintermaier,10,76,CM/RM,34,34,false
AUT,1982,Jara,kurt-jara,11,77,CM/LM/RW,77,35,false
AUT,1982,Pichler,anton-pichler,12,73,CB/RB,9,73,false
AUT,1982,Hagmayr,max-hagmayr,13,73,ST/RW,73,9,false
AUT,1982,Baumeister,ernst-baumeister,14,75,CM/LM,34,34,false
AUT,1982,Dihanich,johann-dihanich,15,73,CM/RM,33,33,false
AUT,1982,Messlender,gerald-messlender,16,72,CB/RB,9,72,false
AUT,1982,Pregesbauer,johann-pregesbauer,17,73,LB/CB,9,73,false
AUT,1982,Jurtin,gernot-jurtin,18,73,RW/LM,73,33,false
AUT,1982,Weber,heribert-weber,19,75,CB/LB,9,75,false
AUT,1982,Welzl,kurt-welzl,20,74,ST/LW,74,9,false
AUT,1982,Feurer,herbert-feurer,21,73,GK,0,73,false
AUT,1982,Lindenberger,klaus-lindenberger,22,72,GK,0,72,false
BEL,1970,Piot,christian-piot,1,74,GK,0,74,false
BEL,1970,Heylens,georges-heylens,2,74,RB,9,74,false
BEL,1970,Thissen,jean-thissen,3,72,CB,9,72,false
BEL,1970,Dewalque,nicolas-dewalque,4,73,CB,9,73,false
BEL,1970,Jeck,leon-jeck,5,72,LB,9,72,false
BEL,1970,Dockx,jean-dockx,6,74,RM/RW,74,33,false
BEL,1970,Semmeling,leon-semmeling,7,76,RM/CM,34,34,false
BEL,1970,Van Moer,wilfried-van-moer,8,78,CM,35,35,true
BEL,1970,Devrindt,johan-devrindt,9,77,RW/ST,77,9,false
BEL,1970,Van Himst,paul-van-himst,10,85,ST,85,10,true
BEL,1970,Puis,wilfried-puis,11,76,LW/ST,76,9,false
BEL,1970,Trappeniers,jean-marie-trappeniers,12,70,GK,0,70,false
BEL,1970,Beurlet,jacques-beurlet,13,70,CB,8,70,false
BEL,1970,Martens,maurice-martens,14,70,LM/CM,32,32,false
BEL,1970,Vandendaele,erwin-vandendaele,15,70,RM,32,32,false
BEL,1970,Polleunis,odilon-polleunis,16,74,CM/RW,74,33,false
BEL,1970,Verheyen,jan-verheyen,17,71,RM/CM,32,32,false
BEL,1970,Lambert,raoul-lambert,18,75,ST/LW,75,9,false
BEL,1970,Carteus,pierre-carteus,19,69,LW,69,8,false
BEL,1970,Peeters,alfons-peeters,20,71,CM/RM,32,32,false
BEL,1970,Janssens,frans-janssens,21,69,RW/ST,69,8,false
BEL,1970,Duquesne,jacques-duquesne,22,66,GK,0,66,false
BEL,1982,Pfaff,jean-marie-pfaff,1,90,GK,0,90,true
BEL,1982,Gerets,eric-gerets,2,86,RB,10,86,true
BEL,1982,L. Millecamps,luc-millecamps,3,78,CB,9,78,false
BEL,1982,Meeuws,walter-meeuws,4,77,CB,9,77,false
BEL,1982,Renquin,michel-renquin,5,76,LB,9,76,false
BEL,1982,Vercauteren,franky-vercauteren,6,80,LW/LM,80,36,false
BEL,1982,Daerden,jos-daerden,7,72,CM,32,32,false
BEL,1982,Van Moer,wilfried-van-moer,8,78,CM,35,35,false
BEL,1982,Vandenbergh,erwin-vandenbergh,9,83,ST,83,10,false
BEL,1982,Coeck,ludo-coeck,10,80,CM,36,36,false
BEL,1982,Ceulemans,jan-ceulemans,11,87,CM/ST,87,39,true
BEL,1982,Custers,theo-custers,12,69,GK,0,69,false
BEL,1982,Van Der Elst,francois-van-der-elst,13,79,RW/ST,79,9,false
BEL,1982,Baecke,marc-baecke,14,74,CB,9,74,false
BEL,1982,De Schrijver,maurits-de-schrijver,15,72,RB/CB,9,72,false
BEL,1982,Plessers,gerard-plessers,16,72,LB/CB,9,72,false
BEL,1982,Verheyen,rene-verheyen,17,74,RM/RW,74,33,false
BEL,1982,Mommens,raymond-mommens,18,72,ST/LW,72,9,false
BEL,1982,M. Millecamps,marc-millecamps,19,73,RM/CM,33,33,false
BEL,1982,Vandersmissen,guy-vandersmissen,20,73,CM/RM,33,33,false
BEL,1982,Czerniatynski,alexandre-czerniatynski,21,74,ST,74,9,false
BEL,1982,Munaron,jacky-munaron,22,70,GK,0,70,false
BEL,1986,Pfaff,jean-marie-pfaff,1,84,GK,0,84,true
BEL,1986,Gerets,eric-gerets,2,80,RB/RM/CB,36,80,false
BEL,1986,Van Der Elst,franky-van-der-elst,3,76,CM/RM,34,34,false
BEL,1986,De Wolf,michel-de-wolf,4,72,CB/RB,9,72,false
BEL,1986,Renquin,michel-renquin,5,73,CB/LB,9,73,false
BEL,1986,Vercauteren,franky-vercauteren,6,80,LM/CM/LW,80,36,false
BEL,1986,Vandereycken,rene-vandereycken,7,77,CM/RM,35,35,false
BEL,1986,Scifo,enzo-scifo,8,82,CM/RM,37,37,true
BEL,1986,Vandenbergh,erwin-vandenbergh,9,76,ST/LW,76,9,false
BEL,1986,Desmet,philippe-desmet,10,71,CM/RW,71,32,false
BEL,1986,Ceulemans,jan-ceulemans,11,84,ST/CM/RW,84,38,true
BEL,1986,Munaron,jacky-munaron,12,68,GK,0,68,false
BEL,1986,Grün,georges-grun,13,75,CB/RB,9,75,false
BEL,1986,Clijsters,leo-clijsters,14,74,CB,9,74,false
BEL,1986,L. Van Der Elst,leo-van-der-elst,15,70,CM/RM,32,32,false
BEL,1986,Claesen,nico-claesen,16,76,ST/LW,76,9,false
BEL,1986,Mommens,raymond-mommens,17,71,LM/CM,32,32,false
BEL,1986,Veyt,daniel-veyt,18,69,RW/ST,69,8,false
BEL,1986,Broos,hugo-broos,19,72,CB/RB,9,72,false
BEL,1986,Bodart,gilbert-bodart,20,66,GK,0,66,false
BEL,1986,Demol,stephane-demol,21,73,CB,9,73,false
BEL,1986,Vervoort,patrick-vervoort,22,70,LM/CM,32,32,false
BEL,2018,Courtois,thibaut-courtois,1,89,GK,0,89,false
BEL,2018,Alderweireld,toby-alderweireld,2,84,CB/RB,10,84,false
BEL,2018,Vermaelen,thomas-vermaelen,3,76,CB/LB,9,76,false
BEL,2018,Kompany,vincent-kompany,4,84,CB,10,84,false
BEL,2018,Vertonghen,jan-vertonghen,5,83,CB/LB,10,83,false
BEL,2018,Witsel,axel-witsel,6,82,CM/RM,37,37,false
BEL,2018,De Bruyne,kevin-de-bruyne,7,91,CM/RM,41,41,true
BEL,2018,Fellaini,marouane-fellaini,8,77,CM/RM,35,35,false
BEL,2018,Lukaku,romelu-lukaku,9,85,ST,85,10,false
BEL,2018,Hazard,eden-hazard,10,90,LW/LM/CM,90,41,true
BEL,2018,Carrasco,yannick-carrasco,11,78,LM/LW/LB,78,78,false
BEL,2018,Mignolet,simon-mignolet,12,74,GK,0,74,false
BEL,2018,Casteels,koen-casteels,13,72,GK,0,72,false
BEL,2018,Mertens,dries-mertens,14,83,RW/ST/LM,83,37,false
BEL,2018,Meunier,thomas-meunier,15,79,RB/RM,36,79,false
BEL,2018,T. Hazard,thorgan-hazard,16,76,LM/LW/CM,76,34,false
BEL,2018,Tielemans,youri-tielemans,17,75,CM/RM,34,34,false
BEL,2018,Januzaj,adnan-januzaj,18,73,RW/LW/ST,73,9,false
BEL,2018,Dembélé,mousa-dembele,19,78,CM/RM,35,35,false
BEL,2018,Boyata,dedryck-boyata,20,72,CB/RB,9,72,false
BEL,2018,Batshuayi,michy-batshuayi,21,75,ST/LW,75,9,false
BEL,2018,Chadli,nacer-chadli,22,74,LM/CM/LW,74,33,false
BEL,2018,Dendoncker,leander-dendoncker,23,71,CB/CM,32,71,false
BEL,2026,Courtois,thibaut-courtois,1,89,GK,0,89,false
BEL,2026,Debast,zeno-debast,2,76,CB/RM,34,76,false
BEL,2026,Theate,arthur-theate,3,77,CB/LB,9,77,false
BEL,2026,Mechele,brandon-mechele,4,73,CB,9,73,false
BEL,2026,De Cuyper,maxim-de-cuyper,5,76,LB/LM,34,76,false
BEL,2026,Witsel,axel-witsel,6,76,CM/CB/RM,34,76,false
BEL,2026,De Bruyne,kevin-de-bruyne,7,89,CM/RM,40,40,true
BEL,2026,Tielemans,youri-tielemans,8,81,CM/RM,36,36,false
BEL,2026,Lukaku,romelu-lukaku,9,83,ST,83,10,false
BEL,2026,Trossard,leandro-trossard,10,80,LW/LM/ST,80,36,false
BEL,2026,Doku,jeremy-doku,11,82,RW/LW/ST,82,10,false
BEL,2026,Lammens,senne-lammens,12,72,GK,0,72,false
BEL,2026,Penders,mike-penders,13,68,GK,0,68,false
BEL,2026,Lukébakio,dodi-lukebakio,14,76,RW/LW/ST,76,9,false
BEL,2026,Meunier,thomas-meunier,15,74,RB/RM,33,74,false
BEL,2026,De Winter,koni-de-winter,16,74,CB/RB,9,74,false
BEL,2026,De Ketelaere,charles-de-ketelaere,17,78,CM/ST/LM,78,35,false
BEL,2026,Seys,joaquin-seys,18,69,RB/LM,31,69,false
BEL,2026,Vanaken,hans-vanaken,20,74,CM/RM,33,33,false
BEL,2026,Castagne,timothy-castagne,21,76,RB/RM/LB,34,76,false
BEL,2026,Saelemaekers,alexis-saelemaekers,22,76,RW/RM/ST,76,34,false
BEL,2026,Raskin,nicolas-raskin,23,73,CM/RM,33,33,false
BEL,2026,Onana,amadou-onana,24,78,CM/RM,35,35,false
BEL,2026,Ngoy,nathan-ngoy,25,68,CB,8,68,false
BEL,2026,Fernandez-Pardo,matias-fernandez-pardo,26,68,LW/ST/RW,68,8,false
BRA,1970,Félix,felix,1,76,GK,0,76,false
BRA,1970,Brito,brito,2,80,CB,10,80,false
BRA,1970,Piazza,piazza,3,82,CB/CM,37,82,false
BRA,1970,Carlos Alberto,carlos-alberto-torres,4,88,RB/RM,40,88,true
BRA,1970,Clodoaldo,clodoaldo,5,83,CM,37,37,false
BRA,1970,Marco Antônio,marco-antonio,6,76,LB/LM,34,76,false
BRA,1970,Jairzinho,jairzinho,7,90,RW/ST,90,11,true
BRA,1970,Gérson,gerson,8,87,CM/LM,39,39,false
BRA,1970,Tostão,tostao,9,86,ST/LW,86,10,false
BRA,1970,Pelé,pele,10,99,CM/ST/RW,99,45,true
BRA,1970,Rivellino,rivellino,11,88,LM/CM/LW,88,40,true
BRA,1970,Ado,ado,12,68,GK,0,68,false
BRA,1970,Roberto Miranda,roberto-miranda,13,72,ST/RW,72,9,false
BRA,1970,Baldocchi,baldocchi,14,68,CB,8,68,false
BRA,1970,Fontana,fontana,15,69,CB,8,69,false
BRA,1970,Everaldo,everaldo,16,77,LB/LM,35,77,false
BRA,1970,Joel Camargo,joel-camargo,17,70,CB,8,70,false
BRA,1970,Caju,paulo-cezar-caju,18,76,LM/LW/CM,76,34,false
BRA,1970,Edu,edu,19,75,LW/ST,75,9,false
BRA,1970,Dario,dario,20,72,ST,72,9,false
BRA,1970,Zé Maria,ze-maria,21,72,RB/RM,32,72,false
BRA,1970,Leão,leao,22,78,GK,0,78,false
BRA,1974,Leão,leao,1,80,GK,0,80,false
BRA,1974,Luís Pereira,luis-pereira,2,82,CB,10,82,false
BRA,1974,Marinho Peres,marinho-peres,3,79,CB,9,79,false
BRA,1974,Zé Maria,ze-maria,4,80,RB/RM,36,80,false
BRA,1974,Piazza,piazza,5,82,CM/CB,37,82,false
BRA,1974,Marinho Chagas,marinho-chagas,6,81,LB/LM,36,81,false
BRA,1974,Jairzinho,jairzinho,7,88,RW/ST,88,11,true
BRA,1974,Leivinha,leivinha,8,78,CM/ST,78,35,false
BRA,1974,César Maluco,cesar-maluco,9,76,ST,76,9,false
BRA,1974,Rivelino,rivelino,10,89,CM/LM,40,40,true
BRA,1974,Paulo César Caju,paulo-cesar-caju,11,82,LM/LW,82,37,false
BRA,1974,Renato,renato-valle,12,68,GK,0,68,false
BRA,1974,Valdomiro,valdomiro,13,75,RW/ST,75,9,false
BRA,1974,Nelinho,nelinho,14,78,RB/RM,35,78,false
BRA,1974,Mostarda,mostarda,15,72,CB,9,72,false
BRA,1974,Marco Antônio,marco-antonio,16,75,LB,9,75,false
BRA,1974,Carpegiani,paulo-cesar-carpegiani,17,76,CM,34,34,false
BRA,1974,Ademir da Guia,ademir-da-guia,18,80,CM,36,36,false
BRA,1974,Mirandinha,mirandinha,19,73,ST/LW,73,9,false
BRA,1974,Edu,edu,20,80,LW/ST,80,10,false
BRA,1974,Dirceu,dirceu,21,80,CM/LM,36,36,false
BRA,1974,Waldir Peres,waldir-peres,22,74,GK,0,74,false
BRA,1978,Leão,leao,1,81,GK,0,81,false
BRA,1978,Toninho,toninho-baiano,2,76,RB/RM,34,76,false
BRA,1978,Oscar,oscar,3,82,CB,10,82,false
BRA,1978,Amaral,amaral,4,78,CB/CM,35,78,false
BRA,1978,Cerezo,toninho-cerezo,5,83,CM/RM,37,37,false
BRA,1978,Edinho,edinho,6,79,CB/LB,9,79,false
BRA,1978,Zé Sérgio,ze-sergio,7,76,LW/ST,76,9,false
BRA,1978,Zico,zico,8,89,CM/LM,40,40,true
BRA,1978,Reinaldo,reinaldo,9,83,ST,83,10,false
BRA,1978,Rivelino,rivelino,10,86,CM/LM,39,39,true
BRA,1978,Dirceu,dirceu,11,82,CM/LM,37,37,false
BRA,1978,Gallo,carlos-gallo,12,70,GK,0,70,false
BRA,1978,Nelinho,nelinho,13,80,RB/RM,36,80,false
BRA,1978,Abel,abel-braga,14,74,CB,9,74,false
BRA,1978,Polozzi,polozzi,15,71,CB,9,71,false
BRA,1978,Rodrigues Neto,rodrigues-neto,16,76,LB,9,76,false
BRA,1978,Batista,batista,17,77,CM/CB,35,77,false
BRA,1978,Gil,gil,18,75,RW/ST,75,9,false
BRA,1978,Mendonça,mendonca,19,74,CM/ST,74,33,false
BRA,1978,Roberto Dinamite,roberto-dinamite,20,84,ST/LW,84,10,false
BRA,1978,Chicão,jesuino-avanzi,21,70,CM,32,32,false
BRA,1978,Waldir Peres,waldir-peres,22,74,GK,0,74,false
BRA,1982,Waldir Peres,waldir-peres,1,74,GK,0,74,false
BRA,1982,Leandro,leandro,2,82,RB/RM,37,82,false
BRA,1982,Oscar,oscar,3,80,CB,10,80,false
BRA,1982,Luizinho,luizinho,4,76,CB,9,76,false
BRA,1982,Toninho Cerezo,toninho-cerezo,5,83,CM,37,37,false
BRA,1982,Júnior,junior,6,84,LB/LM/CM,38,84,false
BRA,1982,Paulo Isidoro,paulo-isidoro,7,74,RM/RW/CM,74,33,false
BRA,1982,Sócrates,socrates,8,90,CM,41,41,true
BRA,1982,Serginho,serginho,9,74,ST,74,9,false
BRA,1982,Zico,zico,10,92,CM/LM/ST,92,41,true
BRA,1982,Éder,eder,11,83,LW/ST,83,10,false
BRA,1982,Paulo Sérgio,paulo-sergio,12,68,GK,0,68,false
BRA,1982,Edevaldo,edevaldo,13,70,RB/RM,32,70,false
BRA,1982,Juninho,juninho-fonseca,14,70,CB,8,70,false
BRA,1982,Falcão,falcao,15,89,CM/RM,40,40,true
BRA,1982,Edinho,edinho,16,75,CB/LB,9,75,false
BRA,1982,Pedrinho,pedrinho,17,69,LB/LM,31,69,false
BRA,1982,Batista,batista,18,73,CM,33,33,false
BRA,1982,Renato,renato,19,70,CM/LM,32,32,false
BRA,1982,Roberto Dinamite,roberto-dinamite,20,78,ST/RW,78,9,false
BRA,1982,Dirceu,dirceu,21,74,LM/CM/LW,74,33,false
BRA,1982,Carlos,carlos-gallo,22,68,GK,0,68,false
BRA,1986,Carlos,carlos-gallo,1,74,GK,0,74,false
BRA,1986,Édson,edson-boaro,2,75,RB/RM,34,75,false
BRA,1986,Oscar,oscar,3,80,CB,10,80,false
BRA,1986,Edinho,edinho,4,79,CB/LB,9,79,false
BRA,1986,Falcão,falcao,5,86,CM/RM,39,39,true
BRA,1986,Júnior,junior,6,85,LB/LM,38,85,true
BRA,1986,Müller,muller,7,80,RW/ST,80,10,false
BRA,1986,Casagrande,casagrande,8,81,ST,81,10,false
BRA,1986,Careca,careca,9,87,ST/LW,87,10,true
BRA,1986,Zico,zico,10,88,CM/LM,40,40,true
BRA,1986,Edivaldo,edivaldo,11,74,LW/ST,74,9,false
BRA,1986,Paulo Vítor,paulo-vitor,12,69,GK,0,69,false
BRA,1986,Josimar,josimar,13,80,RB/RM,36,80,false
BRA,1986,Júlio César,julio-cesar,14,78,CB,9,78,false
BRA,1986,Alemão,alemao,15,81,CM/RM,36,36,false
BRA,1986,Mauro Galvão,mauro-galvao,16,75,CB,9,75,false
BRA,1986,Branco,branco,17,81,LB/LM,36,81,false
BRA,1986,Sócrates,socrates,18,88,CM,40,40,true
BRA,1986,Elzo,elzo,19,74,CM/RM,33,33,false
BRA,1986,Silas,silas,20,76,CM/LM,34,34,false
BRA,1986,Valdo,valdo,21,77,CM/LM,35,35,false
BRA,1986,Leão,leao,22,74,GK,0,74,false
BRA,1990,Taffarel,claudio-taffarel,1,88,GK,0,88,true
BRA,1990,Jorginho,jorginho,2,82,RB,10,82,false
BRA,1990,Ricardo Gomes,ricardo-gomes,3,80,CB,10,80,false
BRA,1990,Dunga,dunga,4,83,CM,37,37,false
BRA,1990,Alemão,alemao,5,85,CM,38,38,false
BRA,1990,Branco,branco,6,85,LB,10,85,false
BRA,1990,Bismarck,bismarck,7,77,RM/RW,77,35,false
BRA,1990,Valdo,valdo,8,84,LM/CM,38,38,false
BRA,1990,Careca,careca,9,90,ST,90,11,true
BRA,1990,Paulo Silas,paulo-silas,10,78,LM/CM,35,35,false
BRA,1990,Romário,romario,11,87,ST,87,10,true
BRA,1990,Acácio,acacio,12,71,GK,0,71,false
BRA,1990,Mozer,carlos-mozer,13,81,CB,10,81,false
BRA,1990,Aldair,aldair,14,83,CB,10,83,false
BRA,1990,Müller,muller,15,84,ST/LW,84,10,false
BRA,1990,Bebeto,bebeto,16,86,ST/LW,86,10,false
BRA,1990,Renato Gaúcho,renato-gaucho,17,78,LW/ST,78,9,false
BRA,1990,Mazinho,mazinho,18,79,RB/CM,36,79,false
BRA,1990,Ricardo Rocha,ricardo-rocha,19,78,CB,9,78,false
BRA,1990,Tita,tita,20,76,LW/CM,76,34,false
BRA,1990,Mauro Galvão,mauro-galvao,21,79,CB,9,79,false
BRA,1990,Zé Carlos,ze-carlos,22,68,GK,0,68,false
BRA,1994,Taffarel,claudio-taffarel,1,83,GK,0,83,false
BRA,1994,Jorginho,jorginho,2,80,RB/RM,36,80,false
BRA,1994,Ricardo Rocha,ricardo-rocha,3,75,CB,9,75,false
BRA,1994,Ronaldão,ronaldao,4,71,CB,9,71,false
BRA,1994,Mauro Silva,mauro-silva,5,82,CM,37,37,false
BRA,1994,Branco,branco,6,79,LB/LM,36,79,false
BRA,1994,Bebeto,bebeto,7,86,ST/RW/LW,86,10,false
BRA,1994,Dunga,dunga,8,85,CM,38,38,false
BRA,1994,Zinho,zinho,9,78,LM/CM,35,35,false
BRA,1994,Raí,rai,10,80,CM/LM,36,36,false
BRA,1994,Romário,romario,11,93,ST/LW,93,11,true
BRA,1994,Zetti,zetti,12,72,GK,0,72,false
BRA,1994,Aldair,aldair,13,84,CB,10,84,false
BRA,1994,Cafu,cafu,14,82,RB/RM,37,82,true
BRA,1994,Márcio Santos,marcio-santos,15,76,CB,9,76,false
BRA,1994,Leonardo,leonardo,16,80,LB/LM/CM,36,80,false
BRA,1994,Mazinho,mazinho,17,76,CM/RM,34,34,false
BRA,1994,Paulo Sérgio,paulo-sergio,18,76,RW/LW/ST,76,9,false
BRA,1994,Müller,muller,19,76,ST/RW,76,9,false
BRA,1994,Ronaldo,ronaldo,20,80,ST/RW,80,10,true
BRA,1994,Viola,viola,21,74,LW/ST,74,9,false
BRA,1994,Gilmar Rinaldi,gilmar-rinaldi,22,68,GK,0,68,false
BRA,1998,Taffarel,claudio-taffarel,1,83,GK,0,83,false
BRA,1998,Cafu,cafu,2,86,RB/RM,39,86,true
BRA,1998,Aldair,aldair,3,84,CB,10,84,false
BRA,1998,Júnior Baiano,junior-baiano,4,77,CB,9,77,false
BRA,1998,César Sampaio,cesar-sampaio,5,78,CM,35,35,false
BRA,1998,Roberto Carlos,roberto-carlos,6,89,LB/LM,40,89,true
BRA,1998,Giovanni,giovanni,7,76,CM/LM,34,34,false
BRA,1998,Dunga,dunga,8,83,CM,37,37,false
BRA,1998,Ronaldo,ronaldo,9,95,ST/RW,95,11,true
BRA,1998,Rivaldo,rivaldo,10,90,CM/LM/ST,90,41,true
BRA,1998,Emerson,emerson,11,79,CM/RM,36,36,false
BRA,1998,Carlos Germano,carlos-germano,12,70,GK,0,70,false
BRA,1998,Zé Carlos,ze-carlos,13,72,RB/RM,32,72,false
BRA,1998,Marcelo Gonçalves,marcelo-goncalves,14,71,CB,9,71,false
BRA,1998,André Cruz,andre-cruz,15,73,CB/LB,9,73,false
BRA,1998,Zé Roberto,ze-roberto,16,79,LM/CM,36,36,false
BRA,1998,Doriva,doriva,17,70,CM,32,32,false
BRA,1998,Leonardo,leonardo,18,81,LM/CM/RM,36,36,false
BRA,1998,Denílson,denilson,19,77,LW/LM/RW,77,35,false
BRA,1998,Bebeto,bebeto,20,80,ST/RW/LW,80,10,false
BRA,1998,Edmundo,edmundo,21,79,ST/RW,79,9,false
BRA,1998,Dida,dida,22,76,GK,0,76,false
BRA,2002,Marcos,marcos,1,82,GK,0,82,false
BRA,2002,Cafu,cafu,2,86,RB/RM,39,86,true
BRA,2002,Lúcio,lucio,3,85,CB,10,85,false
BRA,2002,Roque Júnior,roque-junior,4,80,CB,10,80,false
BRA,2002,Edmílson,edmilson,5,81,CB/CM,36,81,false
BRA,2002,Roberto Carlos,roberto-carlos,6,89,LB/LM,40,89,true
BRA,2002,Ricardinho,ricardinho,7,75,CM/RM,34,34,false
BRA,2002,Gilberto Silva,gilberto-silva,8,82,CM,37,37,false
BRA,2002,Ronaldo,ronaldo,9,93,ST/RW,93,11,true
BRA,2002,Rivaldo,rivaldo,10,89,CM/LM/ST,89,40,true
BRA,2002,Ronaldinho,ronaldinho,11,86,CM/LM/LW,86,39,true
BRA,2002,Dida,dida,12,80,GK,0,80,false
BRA,2002,Belletti,juliano-belletti,13,76,RB/RM,34,76,false
BRA,2002,Ânderson Polga,anderson-polga,14,71,CB,9,71,false
BRA,2002,Kléberson,kleberson,15,76,CM/RM,34,34,false
BRA,2002,Júnior,junior,16,76,LB/LM,34,76,false
BRA,2002,Denílson,denilson,17,78,LW/LM/RW,78,35,false
BRA,2002,Vampeta,vampeta,18,74,CM,33,33,false
BRA,2002,Juninho Paulista,juninho-paulista,19,76,CM/LM,34,34,false
BRA,2002,Edílson,edilson,20,76,RW/ST/LW,76,9,false
BRA,2002,Luizão,luizao,21,75,ST,75,9,false
BRA,2002,Rogério Ceni,rogerio-ceni,22,75,GK,19,75,false
BRA,2002,Kaká,kaka,23,78,CM/LM,35,35,true
BRA,2006,Dida,dida,1,88,GK,0,88,false
BRA,2006,Cafu,cafu,2,87,RB,10,87,false
BRA,2006,Lúcio,lucio,3,88,CB,11,88,false
BRA,2006,Juan,juan,4,83,CB,10,83,false
BRA,2006,Emerson,emerson,5,81,RM/CM,36,36,false
BRA,2006,R. Carlos,roberto-carlos,6,88,LB,11,88,false
BRA,2006,Adriano,adriano,7,88,ST,88,11,false
BRA,2006,Kaká,kaka,8,92,CM/RW,92,41,true
BRA,2006,Ronaldo,ronaldo,9,93,ST,93,11,true
BRA,2006,Ronaldinho,ronaldinho,10,95,CM/LW,95,43,true
BRA,2006,Zé Roberto,ze-roberto,11,82,LM/CM,37,37,false
BRA,2006,Ceni,rogerio-ceni,12,79,GK,20,79,false
BRA,2006,Cicinho,cicinho,13,80,RB,10,80,false
BRA,2006,Luisão,luisao,14,81,CB,10,81,false
BRA,2006,Cris,cris,15,79,CB,9,79,false
BRA,2006,Gilberto,gilberto,16,76,RB/CB,9,76,false
BRA,2006,G. Silva,gilberto-silva,17,83,CM,37,37,false
BRA,2006,Mineiro,mineiro,18,76,CM,34,34,false
BRA,2006,Juninho,juninho-pernambucano,19,83,CM,37,37,false
BRA,2006,Ricardinho,ricardinho,20,76,CM,34,34,false
BRA,2006,Fred,fred,21,78,ST,78,9,false
BRA,2006,Júlio César,julio-cesar,22,82,GK,0,82,false
BRA,2006,Robinho,robinho,23,84,LW/CM,84,38,false
BRA,2010,Júlio César,julio-cesar,1,88,GK,0,88,true
BRA,2010,Maicon,maicon,2,88,RB,11,88,false
BRA,2010,Lúcio,lucio,3,86,CB,10,86,false
BRA,2010,Juan,juan,4,82,CB,10,82,false
BRA,2010,Felipe Melo,felipe-melo,5,81,CM,36,36,false
BRA,2010,Michel Bastos,michel-bastos,6,81,LB/LM,36,81,false
BRA,2010,Elano,elano,7,80,CM/RW,80,36,false
BRA,2010,Gilberto Silva,gilberto-silva,8,80,CM,36,36,false
BRA,2010,Luís Fabiano,luis-fabiano,9,85,ST,85,10,false
BRA,2010,Kaká,kaka,10,91,CM,41,41,true
BRA,2010,Robinho,robinho,11,86,ST/LW,86,10,false
BRA,2010,Gomes,gomes,12,75,GK,0,75,false
BRA,2010,Dani Alves,dani-alves,13,86,RB/RM,39,86,false
BRA,2010,Luisão,luisao,14,80,CB,10,80,false
BRA,2010,Thiago Silva,thiago-silva,15,87,CB,10,87,false
BRA,2010,Gilberto,gilberto,16,78,LB,9,78,false
BRA,2010,Josué,josue,17,78,CM,35,35,false
BRA,2010,Ramires,ramires,18,81,CM/LM,36,36,false
BRA,2010,Júlio Baptista,julio-baptista,19,79,ST/CM,79,36,false
BRA,2010,Kléberson,kleberson,20,75,CM,34,34,false
BRA,2010,Nilmar,nilmar,21,79,ST,79,9,false
